clumps,CAPAD,soil,elev,rain,tmax,rainVar,NarClimffdigt50,NarClimfRain,NarClimfTmax,tmax_future,rain_future,ProfileID,SciName,Taxa,CommonName,SiteID,SiteName,Restricted
2,Wollemi National Park,Rudosol,434.22085133300203,1187.6198002518433,20.20619322010847,0.6984445004883466,0.7067922820871541,11.219557304736735,1.9259661838399214,22.132159403948393,1320.865484303499,NA,NA,NA,NA,NA,NA,NA
5,Wollemi National Park,Sodosol,569.0225180143963,1294.7769291687778,19.765688074405624,0.6869012906002994,0.5017438755985163,9.919555241391695,1.9467082739447945,21.712396348350417,1423.2130419104697,NA,NA,NA,NA,NA,NA,NA
6,NA,Sodosol,553.2561431586125,1284.7380860989413,19.919431576149755,0.6897692795158504,0.5388175083463668,10.367263939951094,1.9385111898072875,21.85794276595704,1417.9302744218946,NA,NA,NA,NA,NA,NA,NA
7,NA,Rudosol,35.29710597876884,1340.8674200902583,22.23547564167474,0.6655729488597316,0.3226864477917535,10.381623681182962,1.8990101155948496,24.134485757269587,1480.0712297076157,NA,NA,NA,NA,NA,NA,NA
8,Blue Mountains National Park,Rudosol,400.3942484184026,1069.2938658377311,20.318409917239357,0.7010218491694674,0.5715240588805097,10.517715051848235,1.9367738182878285,22.255183735527186,1181.759147713436,NA,NA,NA,NA,NA,NA,NA
9,NA,Vertosol,14.393605635352422,939.4761950652803,23.376917627507083,0.7115676220085221,0.8061030581513937,9.274567090574362,1.91925869963082,25.296176327137903,1026.608545076585,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,NA,Vertosol,12.47252928228446,941.9480461470943,23.35775417082459,0.7108661689693531,0.8033006848179475,9.046191966750555,1.9200250009415898,25.27777917176618,1027.1584746286167,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,NA,Vertosol,18.260174269367145,939.5772530114461,23.32568140045642,0.7110241850124566,0.7954939937348986,8.928159646245245,1.9199755464901866,25.245656946946607,1023.4642101601137,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,NA,Vertosol,29.011502992260795,938.4874792707808,23.293675150830907,0.7111487773360099,0.7903385888956898,8.851177403350853,1.9199360297246977,25.213611180555606,1021.5546709692733,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Vertosol,28.509958618509987,943.7058865072069,23.206775396780852,0.7105549884842102,0.7878117509645506,8.632358284344614,1.9206657257854531,25.127441122566307,1025.1699597809595,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Vertosol,25.530506246027986,948.5138929269599,23.138669713313327,0.7099450832786238,0.7852442103805062,8.412115240031957,1.9214009087864459,25.060070622099772,1028.303974667689,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Vertosol,39.46869470737461,937.7658895291106,23.274639231928283,0.7112878105063762,0.7852199876197605,8.775475046954256,1.9198916010351612,25.194530832963444,1020.0593011635864,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Vertosol,39.360446689758255,944.2322994922628,23.182554372215225,0.7107429534468439,0.7828181792600282,8.560996620481522,1.9206046578341123,25.103159030049337,1025.0679947412905,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Sodosol,34.56536864849385,950.2881904340788,23.102777974866257,0.710181975395529,0.780375656438742,8.345093857565733,1.9213232031517808,25.024101178018036,1029.5906318431655,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Vertosol,41.41206608433399,937.4468605386796,23.26380074353831,0.7114412882263654,0.7801381992337262,8.701052903987955,1.9198422591603024,25.183643002698613,1019.0146078209243,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Sodosol,42.438799346641844,952.4130623795353,23.10566747192928,0.7104333280335814,0.7755439562402673,8.279354106190691,1.9212405789001372,25.026908050829416,1031.266712367552,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
10,Scheyville National Park,Tenosol,40.60677267363573,967.1589376510465,22.979290930750768,0.7092853582243207,0.7704497817146971,7.821524837057235,1.9227619339900626,24.90205286474083,1042.8055141732418,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,7.407891139261372,908.5542290022944,23.315631005387672,0.7136670366415961,0.786654235251121,9.492815335029213,1.9171158173489142,25.232746822736587,994.8016041800806,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,8.048741535957587,912.4951013651662,23.343632832434558,0.7132990625892504,0.7837626829873815,9.437655315065859,1.917150049972506,25.260782882407064,998.6132437988714,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
9,Scheyville National Park,Sodosol,45.2127683607352,944.9716553294209,23.185387852229333,0.7111622446886645,0.7729415451466437,8.422116387141886,1.9204677729641215,25.105855625193456,1024.558267966766,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,9.942497845449077,912.2009414906246,23.343878673656285,0.7132785771745231,0.7782217390610918,9.362500443638266,1.9170956342293337,25.26097430788562,997.6057586845568,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,13.181484855479848,915.9221951460987,23.338947844817575,0.7129435108879526,0.7762044222038331,9.180440443026455,1.9176784299274001,25.256626274744974,1000.0078867759469,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,17.377334577118614,921.6438885038566,23.29252758532451,0.7125421961325669,0.7740235736076695,8.954941467038802,1.9184180501726245,25.210945635497136,1004.1765592539174,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Sodosol,24.36193494678772,929.3790771911721,23.259014631698403,0.7121749491191391,0.7720746791081387,8.75620769469133,1.9190706981056065,25.17808532980401,1010.7574394610367,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
12,NA,Calcarosol,15.222101760349144,901.8615507784548,23.334860865560074,0.7140706459165447,0.7890637139005794,9.649785251240653,1.9206657318977787,25.255526597457852,988.8892536920844,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,10.734823158528005,911.8104921139903,23.341370592941594,0.7132725142863727,0.7762519268155993,9.38592848345327,1.9190743536638897,25.260444946605485,997.3923728084328,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Vertosol,14.900682445802023,915.2047661043381,23.311687992815767,0.7129864298907023,0.7733514762158591,9.175924062578694,1.9191184430513177,25.230806435867084,999.1832604591732,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Sodosol,21.09886655388144,921.2129071724651,23.23989170792006,0.7126410891417592,0.7702029980532061,8.925162402621797,1.91923617424876,25.159127882168818,1003.4326552115211,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
11,NA,Sodosol,30.035853508300434,929.1891234466265,23.20025923583499,0.7123228147461944,0.7675276622290481,8.702702316811493,1.9193718254023,25.119631061237293,1010.0536868203765,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
13,NA,Sodosol,50.22760746833282,945.0290081415275,23.194629220987434,0.7116393757458762,0.7632123190430686,8.288362462855467,1.9203112143818428,25.114940435369277,1023.3564377154252,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
12,Windsor Downs Nature Reserve,Calcarosol,17.24328323304949,902.3555216798717,23.340101324212814,0.7139250118870982,0.7883360978100148,9.760487848271422,1.924067527655444,25.26416885186826,990.4298227216417,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
12,Windsor Downs Nature Reserve,Vertosol,11.97160683524011,905.1038542203686,23.335287154862,0.713736118202208,0.7846882180807786,9.683697148216023,1.9234811240489054,25.258768278910907,992.7513703398997,10023,Acacia pubescens,Shrubs,Downy Wattle,850,Hawkesbury,No
14,NA,Sodosol,49.94454079278221,960.8883947467825,22.945332847851603,0.7128092304767282,0.750354860651811,8.563579792733929,1.9331233618054333,24.878456209657035,1043.1748391500435,NA,NA,NA,NA,NA,NA,NA
15,Blue Mountains National Park,Rudosol,569.9289298684664,1234.237708014186,19.338925848054036,0.713490458286089,0.5155428781402125,7.669714016165326,1.9570739514515578,21.295999799505594,1328.9002104985475,NA,NA,NA,NA,NA,NA,NA
15,Blue Mountains National Park,Rudosol,563.0398799268546,1220.359725015392,19.44124842573472,0.7164679379055492,0.5164982339048484,7.747003040663571,1.9543751247693961,21.395623550504116,1314.9010300193681,NA,NA,NA,NA,NA,NA,NA
15,NA,Rudosol,558.4442065644214,1226.5119445987561,19.572064401624026,0.7159296310807975,0.5094614634960694,7.76462081811747,1.956595183086463,21.52865958471049,1321.7459463857685,NA,NA,NA,NA,NA,NA,NA
16,NA,Tenosol,69.63396079497909,1028.6366748030923,22.577256189390205,0.7136105661239901,0.7134439256164413,8.345163498955731,1.9354718339921393,24.512728023382344,1114.4780871256319,NA,NA,NA,NA,NA,NA,NA
17,NA,Calcarosol,104.23717005140489,1083.6682946995577,22.203933608264343,0.7170498215945774,0.681014888114849,9.080789817163245,1.9435860043269018,24.147519612591246,1182.0739348564618,NA,NA,NA,NA,NA,NA,NA
18,Ku-ring-gai Chase National Park,Tenosol,117.32035245041641,1260.641542707825,21.361873353783587,0.7036931720114531,0.5650461046099786,8.335142645986188,1.9169233500095715,23.27879670379316,1365.717813547083,NA,NA,NA,NA,NA,NA,NA
17,NA,Tenosol,91.53230124332006,1064.1776251481228,22.307354495690802,0.7179627133000178,0.6848742072029066,9.402255265642541,1.946630952817831,24.253985448508633,1164.234321944402,NA,NA,NA,NA,NA,NA,NA
17,NA,Sodosol,95.44682862378538,1044.0392525211073,22.38417519528698,0.718587965387974,0.6873183288472029,9.610212521704115,1.9468871803589298,24.331062375645907,1144.3736434983966,NA,NA,NA,NA,NA,NA,NA
19,NA,Calcarosol,46.57508435690351,887.4650180993283,23.057838380069732,0.7235945115850584,0.7081405097364102,10.35631363485642,1.9267230713942713,24.984561451464003,979.3736787733301,NA,NA,NA,NA,NA,NA,NA
19,NA,Calcarosol,48.96107696087347,893.6682310045446,23.037398737661015,0.7233799276787536,0.704699367147361,10.321574134139839,1.9269290912518375,24.96432782891285,985.9088599809347,NA,NA,NA,NA,NA,NA,NA
20,Lane Cove National Park,Tenosol,73.37947553322971,1159.4353729573372,21.79632511284904,0.7126222913166926,0.5900340277519397,9.524551004228643,1.932706048851742,23.72903116170078,1269.8663864157274,NA,NA,NA,NA,NA,NA,NA
21,NA,Sodosol,42.769764011695926,964.4478107346578,22.605254899995593,0.7242411932750861,0.6742943349920136,9.76791164660175,1.9277137762078762,24.53296867620347,1058.654220764804,NA,NA,NA,NA,NA,NA,NA
22,Prospect Nature Reserve,Sodosol,73.5168803563495,935.4219125503867,22.713001468351607,0.7287316221202258,0.6597181347669243,9.9158541575822845,1.9171598615706111,24.630161329922217,1028.17698515695,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
23,NA,Calcarosol,84.11161760835661,1090.5030074625515,22.3324748500063,0.721647468707157,0.6039052795636849,9.83885381274323,1.9331340313793026,24.265608881385603,1197.7960041903605,NA,NA,NA,NA,NA,NA,NA
24,NA,Calcarosol,99.22576508943322,1134.193263528324,22.157362609640156,0.7180387437588014,0.5890524564612385,9.880557324529935,1.931399583022325,24.088762192662482,1246.2578791021967,NA,NA,NA,NA,NA,NA,NA
25,Prospect Nature Reserve,Sodosol,74.99445273077343,953.9684186544453,22.469489615199436,0.7306805514724293,0.6408860954780963,9.723658769797687,1.9137111069021526,24.383200722101588,1046.7290524560385,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
26,Prospect Nature Reserve,Sodosol,73.1335517057849,935.5049678813895,22.460728882549787,0.7346001056348015,0.6285774904670853,9.76103820069477,1.906475923481357,24.367204806031143,1026.8199651656892,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
27,NA,Tenosol,86.42162405327473,934.0317015052607,22.325452745556216,0.7375467745344295,0.6348407781496631,9.814336953473143,1.9058111513945748,24.23126389695079,1025.7007199432453,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
26,NA,Sodosol,70.97978717740358,934.2841628028884,22.389244074957993,0.7365217185126346,0.628872150938501,9.740914393225346,1.9067224124010689,24.295966487359063,1025.29198329098,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
28,NA,Sodosol,21.679790121320842,1011.3141796591497,22.707328044276224,0.730645328231766,0.5935007358672009,10.022753980101882,1.9228555416603208,24.630183585936546,1112.675711852272,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,37.20378630128831,937.0745187361086,22.495970280635014,0.7367784267552986,0.6190942258942578,9.60292786239259,1.9084986618090662,24.40446894244408,1027.0611087871996,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,38.29389958837902,949.9148882279023,22.715958123539128,0.7353115423801053,0.6086549795800413,9.631379812924383,1.911291694104777,24.627249817643904,1041.4047990126478,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
30,NA,Calcarosol,12.307398572541032,1046.767027426653,22.66991016999965,0.7273956744868486,0.5764896651460363,10.244430190725101,1.9249766444706227,24.59488681447027,1154.0023448109046,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
31,NA,Calcarosol,55.74022526441986,1147.8089142830675,22.228542858278416,0.7188534971110984,0.5515865577742041,10.531174914021731,1.9245457950272296,24.153088653305645,1268.686678724951,NA,NA,NA,NA,NA,NA,NA
32,NA,Sodosol,80.21287992327646,928.8736838061064,22.247796549108944,0.7409334087821434,0.6331778017374168,9.74001181305998,1.9066563495325317,24.154452898641477,1019.3460903372267,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
32,NA,Sodosol,57.61313496110374,928.1329658030528,22.32082095489606,0.7403130953650292,0.6287791308912021,9.698209131130298,1.9073118255176866,24.22813278041375,1018.1452418415951,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,41.24589152651105,928.3046940173599,22.46197142444321,0.7390439865930228,0.6201503248803625,9.611506063927012,1.9086037271336562,24.370575151576865,1017.5287559745576,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,32.43039210925126,932.755316071168,22.52848716391231,0.7384811057559522,0.6165127639386269,9.572448347067466,1.9091515767922917,24.4376387407046,1022.0428369066065,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,25.966410588998123,937.2968503070877,22.610014489442538,0.7379356565950683,0.6131062082875971,9.534223754906018,1.9096667607057904,24.519681250148327,1026.660829263052,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
29,NA,Sodosol,24.006220420461926,941.8380507028428,22.686786081471773,0.7374093972431754,0.6091230056352411,9.54101017775324,1.9105328027173183,24.597318884189093,1031.6989149783537,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
32,NA,Sodosol,53.48715590954361,922.6280876198539,22.298444079578967,0.7421828505107978,0.6283913331144857,9.675627253467038,1.9076547662984504,24.206098845877417,1011.8981423137423,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Sodosol,21.748465546616586,956.8057755273347,22.821753432059605,0.7377844449632415,0.5940544042518102,9.610732684467058,1.9137604674990598,24.735513899558665,1048.7618209228087,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Sodosol,28.42359270788063,1016.2803299323698,22.598058056631327,0.7336651855718677,0.5706198547577863,9.890039455996757,1.9207262023152074,24.518784258946535,1116.7908555462152,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
34,NA,Sodosol,51.217294031822995,862.7370709705054,22.80849169773719,0.7515897879798941,0.6860630801574269,9.966086803515022,1.9057424301520864,24.714234127889277,948.7181963495291,NA,NA,NA,NA,NA,NA,NA
34,NA,Sodosol,53.16266031836986,868.9295399854716,22.721588011213992,0.7507012755106504,0.6802264221328246,9.953688109258593,1.9050310518315225,24.626619063045514,955.4200762848408,NA,NA,NA,NA,NA,NA,NA
32,NA,Sodosol,59.25225443354515,915.4545842741513,22.268620901360485,0.744772999187836,0.6337160389969605,9.699577991880059,1.9071565829879171,24.1757774843484,1004.249815656064,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
35,NA,Sodosol,31.24093781449143,923.7408575403563,22.508909167285687,0.7425147196293994,0.6158445098821675,9.553631946494978,1.9097884577841038,24.41869762506979,1011.9916592091583,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
35,NA,Sodosol,26.317851663860473,928.7490876908535,22.60468080802788,0.7418344973946214,0.6106659534511055,9.509026102916526,1.9105540604704223,24.5152348684983,1017.0640808699758,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,16.672443382271545,945.5207761773993,22.809076890622126,0.7398145805209667,0.5939021906274163,9.52809857430001,1.9131948736842632,24.722271764306388,1035.6109277720684,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,22.70627757636644,970.0347261882914,22.768466257042743,0.7386235676948617,0.5833105211088131,9.60967888633786,1.915216341706053,24.683682598748796,1063.251948460953,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Sodosol,35.61112553753948,984.0995957845623,22.691531935551204,0.7379760038628727,0.5775247665795116,9.66002129212383,1.916466263834806,24.60799819938601,1079.1638262730555,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Sodosol,31.916115117429534,1019.3041726488965,22.56481492936411,0.7346458032463509,0.5626154079737095,9.812454512086102,1.9202596154390439,24.485074544803155,1119.322930929865,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,31.740397198289017,1029.3746647364126,22.562314298561635,0.733077401485262,0.558176414536648,9.865215699428457,1.9215749946229337,24.483889293184568,1130.9246957679284,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,30.666925430695787,1039.2061548777367,22.558142377628396,0.7315234184149201,0.5548853766923095,9.939565505666193,1.9220867542736075,24.480229131902004,1142.4987313807242,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
32,NA,Sodosol,69.56366243404284,900.3460955489553,22.24556493543312,0.7484362485894224,0.6488573561853236,9.788552148510233,1.9052324089939585,24.150797344427076,988.4769426288407,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
32,NA,Sodosol,67.25404902407058,905.406714102956,22.261084823789037,0.7474823820675116,0.6406084106523133,9.729174119618317,1.9064368578101478,24.167521681599187,993.4953098087474,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,15.28497810499481,958.4192228498893,22.82794461682855,0.7406170857659192,0.5828636335128764,9.522926771057886,1.914545857577672,24.74249047440622,1049.6887836016263,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,39.702579896021874,999.0880225125367,22.62768603691115,0.7386519649620651,0.5654787344709082,9.64075890849516,1.9174573710848994,24.54514340799605,1095.4076900466223,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,37.78406930313193,1010.9007037404347,22.568872690849965,0.7374723936761991,0.5602587464757587,9.682603943848674,1.9184945389593064,24.487367229809273,1108.7822151492,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,35.39701063930685,1023.5054744966128,22.529812088414722,0.7356134146600015,0.554471327816274,9.732917642634678,1.9197432611031353,24.44955534951786,1123.1224193972255,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
36,NA,Sodosol,60.71811481069587,846.8579440056761,22.758712145536357,0.7573585108146685,0.6949278892469163,9.95759046644241,1.905906922110272,24.66461906764663,931.1845899022954,NA,NA,NA,NA,NA,NA,NA
33,NA,Calcarosol,17.96143107724922,973.2908783066371,22.780915537342565,0.7413041400301583,0.570902971347526,9.50486147909986,1.915567805404408,24.696483342746973,1065.8008280783972,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,26.57144195943532,988.8035539449467,22.713365697303974,0.7405225031941618,0.5640449878743116,9.540212724857126,1.916435285174907,24.62980098247888,1083.137516422242,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,40.17069053873568,1061.5025517811773,22.376223491230636,0.7316420057093611,0.5365392418800631,9.875381426642743,1.9199517541221647,24.2961752453528,1166.3299776231145,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,36.0177448331966,1070.4591269349812,22.337558668761574,0.7300280109911934,0.5345159116511702,9.970173208645317,1.9197724348051206,24.257331103566695,1177.1857560181513,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,32.206054713635766,1081.0577709351453,22.36972007214531,0.728199972864612,0.5320867683450599,10.077289461251945,1.919577137696249,24.289297209841557,1189.999091755638,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
37,NA,Sodosol,49.34638208516757,877.2149352231676,22.3846689650582,0.7533949650639656,0.6603489637727,9.813522973560802,1.9041508988657905,24.28881986392399,963.3006244187995,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
38,NA,Sodosol,67.70631199752832,891.662562601028,22.38376297722599,0.7513356661567909,0.6413236034313228,9.689375431161334,1.9069121182486577,24.29067509547465,978.0590958705554,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
38,NA,Sodosol,58.786451151848325,898.4548405903872,22.40657646890623,0.7504027024582551,0.6328167329810599,9.632780214239677,1.9081481359682857,24.314724604874517,985.0010207086567,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
39,NA,Sodosol,36.40282521976127,911.5889869234663,22.505858899458687,0.7484664037276507,0.6154214149032944,9.514511479117255,1.9106788556661423,24.41653775512483,998.3222257266683,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
39,NA,Sodosol,30.063099367560138,917.5132423023033,22.577908074245745,0.74759090920751,0.6076761382484294,9.46066297167829,1.9118071786459636,24.48971525289171,1004.3160778770422,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
40,NA,Sodosol,18.21440948597493,929.1197917657578,22.837077355077444,0.7458957528198663,0.592916535102287,9.372333226830971,1.9137825479254456,24.75085990300289,1016.1999947264827,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,13.012213921201909,960.7842735587705,22.83645141659432,0.7433802309051711,0.571115813151202,9.427333907652974,1.9151327075111297,24.75158412410545,1051.3606151593738,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,16.823598278524738,975.2010102231036,22.794760000910422,0.742618346405005,0.5644901512234581,9.44953054927468,1.9156690306466537,24.710429031557076,1067.352927600971,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,25.017609741023612,991.4377673008462,22.73039730197197,0.741769656534128,0.5570959211735064,9.477384367682685,1.916345242100152,24.646742544072122,1085.4001352743187,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Calcarosol,41.11796835647991,1018.30027388934,22.511984513980654,0.739468719132853,0.5446236377915764,9.532661714730818,1.9176948717021327,24.429679385682785,1115.371394239388,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Kurosol,50.08018900530881,1056.7722148274506,22.320397190540145,0.7341244262349866,0.5303860952294001,9.700945617957187,1.9191546259198626,24.239551816460008,1159.2891126935433,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
33,NA,Kurosol,47.0767371310601,1067.5612339835077,22.25896560044705,0.7324521817791366,0.5287743247547164,9.800030713194634,1.918941764470975,24.177907364918024,1172.1825627960511,10023,Acacia pubescens,Shrubs,Downy Wattle,2,Bankstown-Liverpool,No
